CSVv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, mujets, up_l2c, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00059405656065791845" 
0, mujets, up_l2c, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0014534853398799896" 
0, mujets, up_l2c, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0015160477487370372" 
0, mujets, up_l2c, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00056527851847931743" 
0, mujets, up_l2c, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0025380437728017569" 
0, mujets, up_l2c, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0029393562581390142" 
0, mujets, up_l2c, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0043233544565737247" 
0, mujets, up_ltothers, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.022326499223709106" 
0, mujets, up_ltothers, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0053969137370586395" 
0, mujets, up_ltothers, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0049963630735874176" 
0, mujets, up_ltothers, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.015065379440784454" 
0, mujets, up_ltothers, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.017671341076493263" 
0, mujets, up_ltothers, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.010178942233324051" 
0, mujets, up_ltothers, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.033675305545330048" 
0, mujets, up_ltothers, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.032912608236074448" 
0, mujets, up_ltothers, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.039327196776866913" 
0, mujets, up_ltothers, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0089305993169546127" 
0, mujets, up_ltothers, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0021587654482573271" 
0, mujets, up_ltothers, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0019985451363027096" 
0, mujets, up_ltothers, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0060261515900492668" 
0, mujets, up_ltothers, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0070685362443327904" 
0, mujets, up_ltothers, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0040715769864618778" 
0, mujets, up_ltothers, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.013470122590661049" 
0, mujets, up_ltothers, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.013165042735636234" 
0, mujets, up_ltothers, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.015730878338217735" 
0, mujets, up_mudr, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0035667913034558296" 
0, mujets, up_mudr, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0011075588408857584" 
0, mujets, up_mudr, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0018784073181450367" 
0, mujets, up_mudr, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0011390417348593473" 
0, mujets, up_mudr, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+6.4756342908367515e-05" 
0, mujets, up_mudr, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00027643344947136939" 
0, mujets, up_mudr, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00039582300814799964" 
0, mujets, up_mudr, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00044123077532276511" 
0, mujets, up_mudr, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0014452106552198529" 
0, mujets, up_mudr, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0014267165679484606" 
0, mujets, up_mudr, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00044302354217506945" 
0, mujets, up_mudr, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00075136293889954686" 
0, mujets, up_mudr, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00045561668230220675" 
0, mujets, up_mudr, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+2.5902536435751244e-05" 
0, mujets, up_mudr, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0001105733826989308" 
0, mujets, up_mudr, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00015832920325919986" 
0, mujets, up_mudr, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.000176492307218723" 
0, mujets, up_mudr, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00057808426208794117" 
0, mujets, up_mupt, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00404389388859272" 
0, mujets, up_mupt, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0016792210517451167" 
0, mujets, up_mupt, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0016104517271742225" 
0, mujets, up_mupt, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0041781328618526459" 
0, mujets, up_mupt, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0028195942286401987" 
0, mujets, up_mupt, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00074698193930089474" 
0, mujets, up_mupt, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0022745449095964432" 
0, mujets, up_mupt, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0027991700917482376" 
0, mujets, up_mupt, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0029121993575245142" 
0, mujets, up_mupt, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0016175576020032167" 
0, mujets, up_mupt, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0006716884090565145" 
0, mujets, up_mupt, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00064418069086968899" 
0, mujets, up_mupt, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.001671253121457994" 
0, mujets, up_mupt, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0011278376914560795" 
0, mujets, up_mupt, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00029879278736189008" 
0, mujets, up_mupt, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00090981792891398072" 
0, mujets, up_mupt, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0011196680134162307" 
0, mujets, up_mupt, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00116487976629287" 
0, mujets, up_sampledependence, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.025153979499869365" 
0, mujets, up_sampledependence, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.024949363044445207" 
0, mujets, up_sampledependence, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.025028019248083417" 
0, mujets, up_sampledependence, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.024812167032787904" 
0, mujets, up_sampledependence, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.025013709170727528" 
0, mujets, up_sampledependence, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.025077217265757804" 
0, mujets, up_sampledependence, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.02510429094695894" 
0, mujets, up_sampledependence, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.024742171064068622" 
0, mujets, up_sampledependence, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.026432713561314276" 
0, mujets, up_sampledependence, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.010061594605635269" 
0, mujets, up_sampledependence, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0099797445096548639" 
0, mujets, up_sampledependence, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.010011207803420543" 
0, mujets, up_sampledependence, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0099248669679146348" 
0, mujets, up_sampledependence, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.010005484513652598" 
0, mujets, up_sampledependence, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.010030886676034828" 
0, mujets, up_sampledependence, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.010041716577304743" 
0, mujets, up_sampledependence, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0098968691621696848" 
0, mujets, up_sampledependence, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.010573085041614104" 
0, mujets, up_pileup, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0046273297630250454" 
0, mujets, up_pileup, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0022363932803273201" 
0, mujets, up_pileup, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0017268570372834802" 
0, mujets, up_pileup, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00059703516308218241" 
0, mujets, up_pileup, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00041744124609977007" 
0, mujets, up_pileup, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00013171434693504125" 
0, mujets, up_pileup, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00061559281311929226" 
0, mujets, up_pileup, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00023485958809033036" 
0, mujets, up_pileup, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00019328927737660706" 
0, mujets, up_pileup, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0018509319052100182" 
0, mujets, up_pileup, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00089455727720633149" 
0, mujets, up_pileup, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00069074280327185988" 
0, mujets, up_pileup, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00023881405650172383" 
0, mujets, up_pileup, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00016697650426067412" 
0, mujets, up_pileup, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+5.2685740229208022e-05" 
0, mujets, up_pileup, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00024623711942695081" 
0, mujets, up_pileup, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+9.3943832325749099e-05" 
0, mujets, up_pileup, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+7.7315708040259778e-05" 
0, mujets, up_ptrel, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0013389858650043607" 
0, mujets, up_ptrel, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0015117349103093147" 
0, mujets, up_ptrel, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0010863962816074491" 
0, mujets, up_ptrel, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0018901331350207329" 
0, mujets, up_ptrel, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00065421301405876875" 
0, mujets, up_ptrel, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00022463960340246558" 
0, mujets, up_ptrel, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00059319776482880116" 
0, mujets, up_ptrel, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00077713385690003633" 
0, mujets, up_ptrel, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00061859149718657136" 
0, mujets, up_ptrel, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00053559435764327645" 
0, mujets, up_ptrel, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00060469395248219371" 
0, mujets, up_ptrel, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00043455851846374571" 
0, mujets, up_ptrel, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00075605325400829315" 
0, mujets, up_ptrel, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00026168519980274141" 
0, mujets, up_ptrel, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+8.9855842816177756e-05" 
0, mujets, up_ptrel, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00023727910593152046" 
0, mujets, up_ptrel, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00031085353111848235" 
0, mujets, up_ptrel, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.00024743660469539464" 
0, mujets, up_statistic, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.027305789291858673" 
0, mujets, up_statistic, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.015695281326770782" 
0, mujets, up_statistic, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.011646230705082417" 
0, mujets, up_statistic, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0094608860090374947" 
0, mujets, up_statistic, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0076833930797874928" 
0, mujets, up_statistic, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0056260754354298115" 
0, mujets, up_statistic, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.011421669274568558" 
0, mujets, up_statistic, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.014625629410147667" 
0, mujets, up_statistic, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.021893244236707687" 
0, mujets, up_statistic, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.010922315530478954" 
0, mujets, up_statistic, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.006278112530708313" 
0, mujets, up_statistic, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0046584922820329666" 
0, mujets, up_statistic, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0037843543104827404" 
0, mujets, up_statistic, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0030733572784811258" 
0, mujets, up_statistic, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0022504301741719246" 
0, mujets, up_statistic, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0045686676166951656" 
0, mujets, up_statistic, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0058502517640590668" 
0, mujets, up_statistic, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.893128*((1.+(0.0295014*x))/(1.+(0.0256458*x))))+0.0087572978809475899" 
1, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x)))" 
1, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x)))" 
1, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.12209281325340271" 
1, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.055157601833343506" 
1, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.048601903021335602" 
1, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.044042728841304779" 
1, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.042692281305789948" 
1, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.049671683460474014" 
1, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.064236611127853394" 
1, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.070663727819919586" 
1, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.1041254997253418" 
1, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.040697604417800903" 
1, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.018385866656899452" 
1, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.016200633719563484" 
1, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.014680909924209118" 
1, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.014230759814381599" 
1, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.016557227820158005" 
1, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.021412204951047897" 
1, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.023554576560854912" 
1, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.034708499908447266" 
1, mujets, down_bfragmentation, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.016790522262454033" 
1, mujets, down_bfragmentation, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.0066020293161273003" 
1, mujets, down_bfragmentation, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.009343145415186882" 
1, mujets, down_bfragmentation, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.00015273122698999941" 
1, mujets, down_bfragmentation, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.010811598971486092" 
1, mujets, down_bfragmentation, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.014620078727602959" 
1, mujets, down_bfragmentation, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.015336573123931885" 
1, mujets, down_bfragmentation, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.010999967344105244" 
1, mujets, down_bfragmentation, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.0081927692517638206" 
1, mujets, down_bfragmentation, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.0055968407541513443" 
1, mujets, down_bfragmentation, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))-0.0022006763610988855" 
