CSVv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
1, mujets, up_cfragmentation, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+3.1875774766376708e-06" 
1, mujets, up_cfragmentation, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+8.4472831076709554e-06" 
1, mujets, up_cfragmentation, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+2.1421496057882905e-05" 
1, mujets, up_cfragmentation, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+2.1951793314656243e-05" 
1, mujets, up_cfragmentation, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+1.9704151782207191e-05" 
1, mujets, up_cfragmentation, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+5.3489242418436334e-05" 
1, mujets, up_cfragmentation, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0013867731904610991" 
1, mujets, up_dmux, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.003873288631439209" 
1, mujets, up_dmux, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00076182384509593248" 
1, mujets, up_dmux, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0013662287965416908" 
1, mujets, up_dmux, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.003890171879902482" 
1, mujets, up_dmux, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0033094459213316441" 
1, mujets, up_dmux, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0026191226206719875" 
1, mujets, up_dmux, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0028065061196684837" 
1, mujets, up_dmux, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0030396254733204842" 
1, mujets, up_dmux, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0028375964611768723" 
1, mujets, up_dmux, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0012910962104797363" 
1, mujets, up_dmux, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00025394128169864416" 
1, mujets, up_dmux, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00045540957944467664" 
1, mujets, up_dmux, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.001296723959967494" 
1, mujets, up_dmux, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0011031486792489886" 
1, mujets, up_dmux, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00087304087355732918" 
1, mujets, up_dmux, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00093550205929204822" 
1, mujets, up_dmux, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0010132085299119353" 
1, mujets, up_dmux, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00094586552586406469" 
1, mujets, up_gluonsplitting, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.021475879475474358" 
1, mujets, up_gluonsplitting, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.022601334378123283" 
1, mujets, up_gluonsplitting, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.015864977613091469" 
1, mujets, up_gluonsplitting, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0088441595435142517" 
1, mujets, up_gluonsplitting, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0043867542408406734" 
1, mujets, up_gluonsplitting, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.007864389568567276" 
1, mujets, up_gluonsplitting, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.011988013982772827" 
1, mujets, up_gluonsplitting, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.011731833219528198" 
1, mujets, up_gluonsplitting, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.016913346946239471" 
1, mujets, up_gluonsplitting, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0071586263366043568" 
1, mujets, up_gluonsplitting, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0075337779708206654" 
1, mujets, up_gluonsplitting, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0052883257158100605" 
1, mujets, up_gluonsplitting, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0029480531811714172" 
1, mujets, up_gluonsplitting, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0014622514136135578" 
1, mujets, up_gluonsplitting, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0026214630343019962" 
1, mujets, up_gluonsplitting, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0039960048161447048" 
1, mujets, up_gluonsplitting, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.003910610917955637" 
1, mujets, up_gluonsplitting, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0056377826258540154" 
1, mujets, up_jes, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.033121950924396515" 
1, mujets, up_jes, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0058936020359396935" 
1, mujets, up_jes, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0073007955215871334" 
1, mujets, up_jes, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.004189678467810154" 
1, mujets, up_jes, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0050938893109560013" 
1, mujets, up_jes, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.010509581305086613" 
1, mujets, up_jes, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0058065000921487808" 
1, mujets, up_jes, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0079009970650076866" 
1, mujets, up_jes, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0093533666804432869" 
1, mujets, up_jes, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.011040650308132172" 
1, mujets, up_jes, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0019645339343696833" 
1, mujets, up_jes, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0024335985071957111" 
1, mujets, up_jes, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0013965594116598368" 
1, mujets, up_jes, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0016979631036520004" 
1, mujets, up_jes, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0035031938459724188" 
1, mujets, up_jes, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0019354999531060457" 
1, mujets, up_jes, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0026336656883358955" 
1, mujets, up_jes, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0031177888158708811" 
1, mujets, up_jetaway, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.072066403925418854" 
1, mujets, up_jetaway, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.023440953344106674" 
1, mujets, up_jetaway, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.011661184951663017" 
1, mujets, up_jetaway, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0065858918242156506" 
1, mujets, up_jetaway, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0078699309378862381" 
1, mujets, up_jetaway, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0083616506308317184" 
1, mujets, up_jetaway, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0095000974833965302" 
1, mujets, up_jetaway, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.013316812925040722" 
1, mujets, up_jetaway, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.024604624137282372" 
1, mujets, up_jetaway, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.024022134020924568" 
1, mujets, up_jetaway, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0078136511147022247" 
1, mujets, up_jetaway, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00388706149533391" 
1, mujets, up_jetaway, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0021952972747385502" 
1, mujets, up_jetaway, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.002623310312628746" 
1, mujets, up_jetaway, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0027872170321643353" 
1, mujets, up_jetaway, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0031666990835219622" 
1, mujets, up_jetaway, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0044389376416802406" 
1, mujets, up_jetaway, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0082015413790941238" 
1, mujets, up_ksl, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00010357270366512239" 
1, mujets, up_ksl, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+7.2828195698093623e-05" 
1, mujets, up_ksl, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+6.3966130255721509e-05" 
1, mujets, up_ksl, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+8.2819366070907563e-05" 
1, mujets, up_ksl, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00014198313874658197" 
1, mujets, up_ksl, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00017778905748855323" 
1, mujets, up_ksl, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00028086313977837563" 
1, mujets, up_ksl, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00035546856815926731" 
1, mujets, up_ksl, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0043609067797660828" 
1, mujets, up_ksl, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+3.4524233342381194e-05" 
1, mujets, up_ksl, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+2.4276065232697874e-05" 
1, mujets, up_ksl, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+2.1322042812244035e-05" 
1, mujets, up_ksl, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+2.7606454750639386e-05" 
1, mujets, up_ksl, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+4.7327714128186926e-05" 
1, mujets, up_ksl, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+5.9263020375510678e-05" 
1, mujets, up_ksl, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+9.362104901811108e-05" 
1, mujets, up_ksl, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00011848952271975577" 
1, mujets, up_ksl, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0014536355156451464" 
1, mujets, up_l2c, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0080384183675050735" 
1, mujets, up_l2c, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0029633673839271069" 
1, mujets, up_l2c, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0019345383625477552" 
1, mujets, up_l2c, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0027865685988217592" 
1, mujets, up_l2c, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0027689484413713217" 
1, mujets, up_l2c, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0047208894975483418" 
1, mujets, up_l2c, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0099501414224505424" 
1, mujets, up_l2c, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0016691830242052674" 
1, mujets, up_l2c, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0024442130234092474" 
1, mujets, up_l2c, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0026794727891683578" 
1, mujets, up_l2c, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00098778912797570229" 
1, mujets, up_l2c, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00064484612084925175" 
1, mujets, up_l2c, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00092885619960725307" 
1, mujets, up_l2c, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00092298281379044056" 
1, mujets, up_l2c, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0015736297937110066" 
1, mujets, up_l2c, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0033167137298732996" 
1, mujets, up_l2c, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00055639434140175581" 
1, mujets, up_l2c, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00081473769387230277" 
1, mujets, up_ltothers, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.054955512285232544" 
1, mujets, up_ltothers, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.021974964067339897" 
1, mujets, up_ltothers, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.023874446749687195" 
1, mujets, up_ltothers, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.023536473512649536" 
1, mujets, up_ltothers, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.01944398507475853" 
1, mujets, up_ltothers, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.029508203268051147" 
1, mujets, up_ltothers, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.045772839337587357" 
1, mujets, up_ltothers, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.052782304584980011" 
1, mujets, up_ltothers, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.079304173588752747" 
1, mujets, up_ltothers, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.018318504095077515" 
1, mujets, up_ltothers, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0073249880224466324" 
1, mujets, up_ltothers, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0079581486061215401" 
1, mujets, up_ltothers, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0078454911708831787" 
1, mujets, up_ltothers, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0064813285134732723" 
1, mujets, up_ltothers, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0098360674455761909" 
1, mujets, up_ltothers, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.015257612802088261" 
1, mujets, up_ltothers, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.017594100907444954" 
1, mujets, up_ltothers, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.026434723287820816" 
1, mujets, up_mudr, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0097541026771068573" 
1, mujets, up_mudr, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0042829317972064018" 
1, mujets, up_mudr, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0058550690300762653" 
1, mujets, up_mudr, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0027716816402971745" 
1, mujets, up_mudr, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00052099302411079407" 
1, mujets, up_mudr, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00021560999448411167" 
1, mujets, up_mudr, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+8.7546766735613346e-05" 
1, mujets, up_mudr, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.003033108077943325" 
1, mujets, up_mudr, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0019429465755820274" 
1, mujets, up_mudr, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0032513674814254045" 
1, mujets, up_mudr, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0014276439324021339" 
1, mujets, up_mudr, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0019516897154971957" 
1, mujets, up_mudr, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00092389388009905815" 
1, mujets, up_mudr, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00017366433166898787" 
1, mujets, up_mudr, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+7.1869995736051351e-05" 
1, mujets, up_mudr, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+2.9182256184867583e-05" 
1, mujets, up_mudr, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0010110359871760011" 
1, mujets, up_mudr, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00064764887792989612" 
1, mujets, up_mupt, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.010633118450641632" 
1, mujets, up_mupt, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0010939274216070771" 
1, mujets, up_mupt, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0070246392861008644" 
1, mujets, up_mupt, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0056619709357619286" 
1, mujets, up_mupt, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0035721142776310444" 
1, mujets, up_mupt, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.003698510117828846" 
1, mujets, up_mupt, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0056046084500849247" 
1, mujets, up_mupt, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.009265984408557415" 
1, mujets, up_mupt, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.017866577953100204" 
1, mujets, up_mupt, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.0035443727392703295" 
1, mujets, up_mupt, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.7445*((1.+(0.0584049*x))/(1.+(0.0420112*x))))+0.00036464247386902571" 
